1687658389# #本来是一个温馨的场面，没想到……我拿你当兄弟，你却想占我便宜允悲消防蓝朋友
1694479269# #【消防员给马蜂上一课学生趴窗蹭课】近日，山东济宁，刚开学没两天，马蜂也想“学知识”筑巢学校，老师无奈报警求助。消防员赶赴，穿上厚厚的防蜂服，使用驱虫剂等工具将蜂窝一网打尽。学生们被这一幕妥妥圈粉，趴在门窗玻璃缝张望，话说这围观的学生多的都快挤不下了~
1695342360# #平安亚运你我同行【男子忘我钓鱼被困河中央消防紧急救援】9月20日，丽水龙泉市临江村一村民钓鱼时突遇涨水，被困河中央。消防接警后立即赶赴现场救援，现场一中年男子被困河中央，且河水还在不断上涨，消防员立即采取活饵救援的方式展开营救，一名水性较好的消防员穿戴好装备平跳式入水快速游向
1703001655# #地震后要注意防范火灾和燃气事故，警惕地质灾害。晚安月亮直击甘肃地震救援甘肃地震
1690244501# #骗你钱，没商量！擦亮眼睛很重要！
1699055527# #豫剧话消防【消防戏曲花木兰系列之《液化气安全篇》】生活中，厨房里常常出现液化气瓶的身影。气瓶立放时，瓶内上部是气态石油气，下部是液态石油气，卧放倒置会导致打开阀门时液态石油气液化气流经减压阀迅速气化冲出，会窜出火苗，还会引起火灾。在空罐时也不能用温水加热罐体，容易引起物理爆
1690330507# #【老司机带你认清这几大视觉盲区】近日，地库出口3岁男童不幸被撞身亡引热议。由于盲区的存在，极易造成驾驶者的判断和操作失误，并导致交通事故。几种开车容易出现的盲区和对策↓↓戳图学习，安全驾驶，为自身及行人安全。
1692995837# #【萌娃卡手消防员这波操作太暖了】近日，广东肇庆，熊孩子好奇在家玩耍，手指不慎被小铁盒夹住，家长施救无果报警求助。消防员赶赴，暖心安抚孩子情绪时小心用剪切扩钳将铁盒夹开，帮孩子脱困后还暖心地为其消毒。Ps:下次要小心哦~
1689815913# #夏季防暑降温小知识，夏日防暑知识点要牢记！戳图查看
1701204351# #【烟酒店起火消防为被困4人架求生桥】近日，安徽蚌埠，一家烟酒店凌晨起火，有人员被困。接警后紧急赶赴，该店位于临街铺面，着火点位于一楼，4名人员被困二楼，救援人员立刻分成两组展开行动，一组出水灭火，另一组架设拉梯转移群众。由于救援及时，现场火势未扩散，未造成人员伤亡。
1703895383# #【出行路上这些干货要熟知】元旦假期即将开始，你们都打算出行吗？为了大家有一个安全快乐的旅途，蓝朋友准备了超实用干货给大家哦：不要携带大量酒精等易燃易爆品乘车，乘坐飞机携带符合规格的充电设备......更多交通贴士，戳视频学吧~
1703373866# #民警冰面匍匐30米救出落水女子【掉入冰窟后该如何自救】叉开双手卡住自己→冷静→双手持续卡位，蹬腿让身体与冰面平行→持续蹬腿，手向前爬，把自己送出冰窟窿→持续前爬，手肘敲击确认冰面坚固后，站起脱险。
1704211777# #董事长发的红包被我一个人领了莫慌！应该每人都有红包🧧的，山山也喜欢抢红包，凭实力抢的哦！晚安💤山东消防超话
1693179996# #【萌娃卡手消防员这波操作太暖了】近日，广东肇庆，熊孩子好奇在家玩耍，手指不慎被小铁盒夹住，家长施救无果报警求助。消防员赶赴，暖心安抚孩子情绪时小心用剪切扩钳将铁盒夹开，帮孩子脱困后还暖心地为其消毒。Ps:下次要小心哦~
1698768138# #【运动员邹佳琪提醒家中常备灭火器】消防安全隐患险于明火，防范胜于救灾。赛艇运动员提醒大家，安全要从日常点滴做起，家庭常备灭火器并熟练掌握使用方法，发生火灾能够及时处置。全国消防宣传月消防公益说
1695580004# #【深山迷路听见消防喊名字安全感满满】近日，江西景德镇，一男子登山迷路被困，眼见天色渐黑，无助报警。消防员赶赴，联合民警进山搜救，由于山路崎岖狭窄，且夜间视线不好，只得小心摸索并沿途喊话，找到男子后，其激动地表示听到消防员喊自己名字的一刻安全感一下上来了。提示：登山活动要量力而行
1691973727# #【电动自行车安全】近期，电动自行车火灾事故频发，原因多为携带电动自行车电池入户充电，电池突发故障着火导致，为避免火灾伤亡事故，蓝朋友在此提醒，电动自行车禁止入楼入户及飞线充电！更不要将电池带进家里充电哦！80%电动自行车火灾是在充电时发生消防安全提示
1703001673# #【湖北一夫妻吵架致汽车撞绿化带起火】近日，湖北孝感，一对夫妻在驾车行驶途中，因发生矛盾争吵，一时激动丈夫驾车撞上绿化带致汽车起火。湖北消防赶赴，立即架设水枪将火扑灭，所幸车内无人员受伤，但车已被烧成钢架。提示：行车上路，谨记安全第一。
1696121939# #【习语｜“不要忘了我们的革命前辈、革命先烈”】今天是烈士纪念日，重温习近平总书记饱含深情的话语，缅怀先烈，致敬英雄！
1691536869# #辽宁消防超话【祖孙3人穿越警戒深水区洗澡遇险】近日，山东烟台，祖孙三人在海中洗澡，穿过警戒线进入深水区遇险，风大浪急，情况紧急。消防员立即赶赴，驾驶救生艇冲进被困人员附近，投递救援圈做好保护后，将三人救回安全地带。提示：海边游玩请在指定区域，不要越过警戒线！
1687906951# #新一轮40度超高温再袭京津冀【高温天气如何预防指南】高温天气对人体有哪些不良影响？防高温可采取哪些措施？露天作业者、建筑工地作业者等群体分别应注意哪些事项？戳图了解~
1704211740# #立体化安全宣教科普栏——【节后上班忙防火不要忘】办公室中人员集中、电器设备较多，火灾风险也相伴而生，努力工作的同时也要注意办公室消防安全哦！戳图了解注意事项↓
1701737600# #辽宁消防超话【消防员这几招大刀你看得懂不】真中国功夫！看懂招数的朋友们，评论区来留言讨论呀~消防员才艺卷起来了
1688516611# #【男子夜间骑车跌入3米涵洞被困】近日，四川泸州，男子夜间骑车时视线不佳，不慎跌入3米深涵洞，受伤无法动弹无奈报警。消防员赶赴，暖心喊话沟通确认其身体情况，小心将人抬至救援担架救出并送医救治。
1700323793# #【烧烤店凌晨起火消防架水枪扑救】近日，贵州铜仁，一烧烤店凌晨营业结束后店内无人看管，厨房电路故障引发火灾，群众发现报警求助。贵州消防赶赴，店内浓烟散出，周围还有其他民房和电线情况紧急，立即对起火区域进行扑救，经过19分钟的处置，现场火势被成功扑灭，无人员伤亡。PS：及时更换老旧电
1696005652# #【司机车祸现场找手机消防暖心劝慰】近日，江西宜春，司机开车玩手机追尾大货车，车辆严重变形，司机被困。消防员赶赴，将司机救出。好在司机身体并无大碍，竟心大的还在找手机，蓝朋友暖心劝慰小心玻璃碎片扎伤，并将其领到路边。
1700150731# #【和蓝朋友练出腹肌来年惊艳所有人】还躺着玩手机？快跟蓝朋友一起练起来！蓝朋友教你这几个在家就能练的健身动作，轻松练出健康好身材！别人猫冬你健身，来年惊艳所有人~跟蓝朋友一起健身打卡
1698347585# #【消防70米登高平台车泰酷啦】假如灾难来临，被困摩天大楼该怎么办？不要怕！我们有TA！擎天巨臂，能屈能伸，屈臂最高伸展七十米高，最高可达二十五层楼，平台可同时容纳4人升降，最大载重五百公斤。别眨眼，蓝朋友带你第一视角感受登高实力！原来消防器材这么牛
1691866392# #蓝浙浙的微课堂【三清三关要牢记！】楼道口堆放杂物引发火灾。萧山消防提醒广大群众用火用电用气安全，要做到“三清三关”，减少火灾事故的发生。
1700065523# #【马儿掉河前面跑消防员划船后面追】近日，山西晋中，骏马河边喝水时不慎掉进河里，好一阵扑腾也没自救成功，在河水中怀疑“马”生。这画面俺想都不敢想啊~消防蓝朋友
1688166606# #消防蓝朋友【蓝朋友献血痛出表情包】你以为的蓝朋友献血～帅气，优雅，成熟……不不不，实际上的蓝朋友献血，痛出了表情包！笑cry
1702570807# #【遇求助他们顾不上脚底打滑跑去帮忙】近日，山西晋中，消防员出警归队途中见车辆因路面积雪打滑，将消防车停靠路边安全区域后，连帽子都没带、顾不得脚下路面湿滑，匆匆跑下车帮忙。就这样，蓝朋友们归队途中救了一路趴窝的车。提示：雨雪天气出行要注意安全！愿暴雪中的你平安
1690068532# #【人员触电时该如何施救】发现有人触电怎么办？在触电者未脱离电源前，千万不要直接上手拉拽施救，以防同样触电。一定要知道这些用电安全知识，避免遭受意外伤害，防止触电发生！
1703455023# #【心大司机徒手抓大蛇幸好联系了119】近日，安徽铜陵，一司机途中看到道路上有条大蟒蛇，直接下车徒手抓。安徽消防赶赴，只见司机边讲述经过边拿着蛇，这心大的，吓得蓝朋友赶紧将蛇装入袋中，最后放生野外。提示：发现毒蛇时请尽快远离，请求专业人员抓捕，安全第一。
1696801552# #消防出警遇堵热心车主跑两公里开路近日，广东广州，消防员出警途中，遇到前方车辆发生交通事故造成拥堵，一位热心车主出来一路奔跑2公里，与前方司机沟通，为消防车开辟出通道。队员在即将驶出堵塞路段时，给车主递上矿泉水表示感谢。为你点赞~
1696538866# #辽宁消防超话【游客被困4900米悬崖消防深夜搜救】近日，四川阿坝，游客不慎坠崖被困海拔4900米悬崖处，因被困地属于景区未开放区域，地形复杂，阴雨不断，大雾弥漫，消防员携带救援装备通宵徒步搜救，历经15小时终于将其救回，所幸游客身体并无大碍。网友：消防员黑天进山找到人后天都亮了，
1692995856# #【黄鼠狼选错地儿在消防员宿舍跑酷】近日，江苏无锡，消防站宿舍突然跑进一只黄鼠狼，这家伙完全不认生，在屋里上蹿下跳、飞檐走壁，简直一个跑酷现场。蓝朋友一看，这不是送上门了吗，抄起捕兽夹开始围追堵截，一番折腾后成功将其捕获，带走放生。
1694803138# #【这不是钟乳石是一个超大马蜂窝】近日，湖北安陆，业主打算装修毛坯房时，发现房顶惊现一大块“钟乳石”，定睛一看竟是马蜂筑的巢，这窝可不小足有一米多长，业主无奈报警求助。消防员全副武装赶赴，用杀虫剂和火发起一顿猛攻，一招制敌将它们连窝端。
